article_text,category
Ram Mandir consecration united nation like garland tied by single thread: Tripura CM Manik Saha Manik Saha accused both the erstwhile UPA government at the Centre and the former Left Front government in Tripura of engaging in rampant corruption,india
India to assist in rescue of Sri Lanka fishermen captured by Somali pirates The multi-day fishing trawler Lorenzo Putha-4 set sail from Dikowita fishing harbour in Sri Lanka on January 16.,india
"Couple, teenage son found dead at home in Gwalior The bodies of the three persons were found dead when the police broke into the house, the official said.",india
Nitish Kumar forms govt in Bihar with NDA: Full list of cabinet ministers The swearing-in ceremony of the new Bihar government took place at 5 pm on Sunday.,india
"As Supreme Court turns 75, CJI Chandrachud bats to start tough conversations on ‘long vacations’, ‘adjournment culture’ Speaking on the Foundation Day of the Supreme Court, Chief Justice of India D Y Chandrachud also stressed on the need to provide a level-playing field for first-generation lawyers.",india
"‘Aya Ram, gaya Ram’: Congress chief Mallikarjun Kharge on Nitish Kumar leaving INDIA bloc Nitish Kumar, following his resignation as Bihar CM, also said that he is leaving the Opposition’s INDIA alliance.",india
"Nitish Kumar’s flip-flop: PM Modi congratulates JD(U) chief as he returns to NDA, INDIA bloc condemns move Nitish Kumar Resigns News: The RJD (79), Congress (19), and three Left parties together (16) have 114 MLAs, eight short of a majority in House of 243. The JD(U)’s 45 MLAs and the BJP’s 78, along with the support of one Independent legislator, together make up 124 MLAs.",india
"‘I have left INDIA bloc… things were not working out’: Nitish Kumar after resigning as Bihar CM Nitish Kumar Resigns News: Snapping ties with the RJD and Congress, Nitish Kumar will now be forming a government with BJP’s support, the oath-taking of which will happen at 4 pm.",india
"Prabhu Ram ka Shashan was source of inspiration for makers of Constitution: Modi Pran Pratishtha in Ayodhya bound crores of people of the country together, says PM during 109th episode of Mann Ki Baat",india
"Bharat Jodo Nyay Yatra Highlights: After Nitish Kumar’s betrayal, people of Bihar giving great welcome to Rahul Gandhi, says Jairam Ramesh Bharat Jodo Nyay Yatra Highlights: After passing through West Bengal, Congress leader Rahul Gandhi-led Bharat Jodo Nyay Yatra entered Bihar through Kishanganj, a district which is also a party stronghold.",india
"Missing Odisha fisherman murdered by ‘unknown’ crew member in Goa Police said the postmortem revealed injuries on his chest and neck, suggesting assault.",india
"Welcome progress in MRO for LEAP, Rafale engines, Scorpene subs to be made in India, IMRH engine partnership The joint statement was released after Prime Minister Narendra Modi held talks with visiting French President and Republic Day chief guest Emmanuel Macron Thursday and Friday.",india
BJP launches Kerala rally The yatra comes close on the heels of two road shows and rallies by Prime Minister Narendra Modi earlier this month.,india
"BJP appoints LS poll in-charges: Panda gets UP, Tawde Bihar Some of the other names include Bihar ex-minister Mangal Pandey in West Bengal, Tripura ex-CM Biplab Kumar Deb in Haryana and BJP general secretary Tarun Chugh in J&K and Ladakh.",india
"Jaishankar meets Texas governor, says impressed by his commitment for stronger India-US ties Abbott’s visit to India comes at a time when his government is at odds with the Joe Biden administration over illegal immigration along the US-Mexico border.",india
"Science Minister hosts 200 women scientists from ISRO Of the 200 invited, eight scientists from India’s space agency were in the tableau depicting the successful landing of Chandrayaan-3 on the Moon.",india
"Not confined to cultural programmes, women proving mettle in all sectors: PM He said women officers are being given permanent commission in the three defence services and are being placed in command roles and combat positions in the forces.",india
"Backing convicted leaders is disrespect to executive, Constitution: PM In the last session of Parliament in December last year, 146 Opposition MPs from Lok Sabha and Rajya Sabha were suspended following ruckus in both the Houses over the demand for statement from government over Parliament security breach.",india
"India working with  us closely to resolve this: Outgoing Canada NSA on Nijjar killing Canada’s National Security Advisor Jody Thomas, who retired Friday after more than 35 years in public service, told Canadian news channel CTV: “I wouldn’t describe them (the Indians) as not cooperating. I think we’ve made advancements in that relationship.”",india
"As Rahul Gandhi resumes yatra, Mallikarjun Kharge urges CM to ensure its ‘safety’ The yatra is slated to re-enter West Bengal on January 31 via Malda, traversing through Murshidabad, both renowned Congress bastions, before exiting the state on February 1.",india
One Nation One Election: Kovind meets ex-CJI Lalit Presentation on economic benefits of simultaneous polls made to committee,india
"Champion trap shooter Preeti Rajak becomes first woman Subedar in Army Subedar Rajak, currently ranked sixth in India (Trap Women Event), trains at the Army Marksmanship Unit (AMU) in preparation for the Paris Olympic Games 2024.",india
"Manipur situation has turned from bad to worse: Kharge to Shah Kharge detailed recent developments in the state, noting that on January 24 a meeting was convened of ministers/MPs/MLAs in the historical Kangla Fort in Imphal that is heavily guarded by central and state security forces.",india
"Time to change new trend of obstructing House proceedings in planned manner: Om Birla Addressing the 84th All India Presiding Officers' Conference (AIPOC), Birla said there is enough space to give voice to dissent in a democratic system and, therefore, disruption should not be used as a tool of protest and dissent.",india
"Uttarakhand’s Jadung village, abandoned since 1962 Indo-China war, set for rehabilitation As part of the initiative, the tourism department aims to call back the descendants of the original homeowners, now residing in nearby villages, to revitalise the village.",india
"Not possible for India to remain truly non-aligned with China sitting on its frontiers: Shashi Tharoor Tharoor said that though India is not in a treaty like NATO, it has partnered with the US, Australia and Japan in the QUAD.",india
