processed_text,compound_score,sentiment
second letter centre asks states nominations joint secretary security post lok sabha secretariat post joint secretary security lok sabha secretariat vacant senior ips officer raghubir lal transferred home state,0.5859,positive
thandikhui toll plaza jammu kashmir samba district closed local bjp leaders met union minister nitin gadkari sought toll plaza thandikhui jammu kashmir samba district closed,0.0,neutral
nitish kumar bjp support finalised sushil modi deputy cm ceremony scheduled sunday jd u sources said,0.4019,positive
pm modi sports turban republic day parade bandhani type textile popular gujarat rajasthan rajasthani turbans popular choice prime minister independence day republic day looks,0.6808,positive
firsts republic day parade day marked series firsts contingent reinstatement parade buggy look new experiences year parade,0.0,neutral
aditya isro celebrates space achievements republic day tableaux also featuring among isro display projects isro undertaking future gaganyaan isro first crewed mission outerspace bhartiya antariksh station india sapce station,0.5719,positive
watch contingent leads republic day march first time ever year nari shakti women empowerment dominant theme republic day celebrations,0.0,neutral
deep inside naxal heartland tricolour unfurled first time republic day republic day national flag unfurled nine security camps set sukma bijapur districts since november last year,0.34,positive
pm modi inaugurates integrated industrial township greater noida rally uttar pradesh bulandshahr district pm modi also launched laid foundation stone development projects worth rs crore run lok sabha elections,0.5994,positive
republic day first years president murmu chief guest macron arrive buggy parade republic day india french president emmanuel macron chief guest republic day parade set showcase india rich cultural diversity unity progress,0.7506,positive
stop jharkhand governor says state govt made mistake filing fir crpf personnel release said president bjp issued statements crpf presence governor using words,-0.5574,negative
republic day pm modi congratulates padma awards winners kharge says rights attacked government post x formerly twitter prime minister modi wrote best wishes special occasion republic day jai hind,0.891,positive
google doodle celebrates india republic day nation journey analogue digital republic day note doodle explains doodle celebrates india republic day commemorates day constitution india adopted nation declared sovereign democratic republic state,0.8126,positive
statue vs statue sardar patel vs ambedkar leaves ujjain edge clashes erupted dominant malviyas belonging scheduled caste sc patidars belonging backward classes obc thursday morning patidar community members installed patel statue makdone tehsil ujjain district,0.0,neutral
us russia world leaders wish india republic day president droupadi murmu head celebrations commemorate years india independence,0.4019,positive
republic day republic day parade see maximum women participation president murmu unfurl national flag kartavya path republic day parade parade also see participation personnel women contingent personnel service,0.0,neutral
meet chami murmu padma shri awardee helped plant lakh trees villages years hard work planting lakh trees selected year padma shri jharkhand central government announced thursday,0.34,positive
padma awards unsung heroes among padma shri awardees eight women including national madhubani painter shanti devi refused drinking water village bihar,0.743,positive
